ConvId,utterance0,utterance1,utterance2,utterance3,utterance4,utterance5,utterance6,utterance7,utterance8,utterance9,utterance10,utterance11,utterance12,utterance13,utterance14,utterance15,utterance16,utterance17,utterance18,utterance19,utterance20,utterance21,understanding,task-completion,interest-arousal,efficiency,dialogue-overall,justification-text
9P,SYSTEM	Hi.,USER	Hi!,SYSTEM	What movies do you like?,"USER	I love Action and loved ""Face/Off (1997)"" and ""John Wick (2014)""","SYSTEM	Okay. I like ""Edge of Tomorrow (2014)"" ""Source Code (2011)"" ""Looper  (2012)"" and ""Taken  (2008)""","USER	I have not seen ""Looper  (2012)"" I have not seen ""Looper  (2012)""","SYSTEM	Okay, it's about time travel, with some action in the end.","USER	I will check it out! SOUNDS GREAT Have you seen ""John Wick: Chapter 2 (2017)""",SYSTEM	No I have't,"USER	ok, was curious if it's as good as the first one","SYSTEM	Oh, sorry, no idea",USER	that's ok! thank you so much!,SYSTEM	You're welcome,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system was able to recommend a movie that the user expressed interest in and then convinced them to watch via a description of the movie and did so efficiently.
9P,SYSTEM	Hi.,USER	Hi!,SYSTEM	What movies do you like?,"USER	I love Action and loved ""Face/Off (1997)"" and ""John Wick (2014)""","SYSTEM	Okay. I like ""Edge of Tomorrow (2014)"" ""Source Code (2011)"" ""Looper  (2012)"" and ""Taken  (2008)""","USER	I have not seen ""Looper  (2012)"" I have not seen ""Looper  (2012)""","SYSTEM	Okay, it's about time travel, with some action in the end.","USER	I will check it out! SOUNDS GREAT Have you seen ""John Wick: Chapter 2 (2017)""",SYSTEM	No I have't,"USER	ok, was curious if it's as good as the first one","SYSTEM	Oh, sorry, no idea",USER	that's ok! thank you so much!,SYSTEM	You're welcome,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"While the system kind of fails at the small talk portion at the end, the overall recommendation portion and conversation goes very well. The user gets a movie they seem very interested in, and the system expands on it a bit to give context. The latter portion of the conversation falls a bit flat but also isn't a detriment."
9P,SYSTEM	Hi.,USER	Hi!,SYSTEM	What movies do you like?,"USER	I love Action and loved ""Face/Off (1997)"" and ""John Wick (2014)""","SYSTEM	Okay. I like ""Edge of Tomorrow (2014)"" ""Source Code (2011)"" ""Looper  (2012)"" and ""Taken  (2008)""","USER	I have not seen ""Looper  (2012)"" I have not seen ""Looper  (2012)""","SYSTEM	Okay, it's about time travel, with some action in the end.","USER	I will check it out! SOUNDS GREAT Have you seen ""John Wick: Chapter 2 (2017)""",SYSTEM	No I have't,"USER	ok, was curious if it's as good as the first one","SYSTEM	Oh, sorry, no idea",USER	that's ok! thank you so much!,SYSTEM	You're welcome,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"the system recommends a good movie quickly, and the user agrees to watch it because the system described the plot to persuade them."
5N,"SYSTEM	Hi, how can I help?","USER	Hi, I am looking for a movie to watch tonight with my boyfriend. We are having a date night, haha.","SYSTEM	""The Big Sick (2017!""","USER	I haven't seen that, who stars in that?",SYSTEM	Kumail Nanjiani and Zoe Kazan,"USER	Oh, right. Is it sad like ""50/50 (2011)?"" I saw that and cried so much. It's good though.",SYSTEM	Melachlonic but not totally sad.,"USER	Oh, so it has a happy ending?","SYSTEM	If you liked ""50/50 (2011)"" you'll like ""The Big Sick (2017."" Yes. There's also ""Love Actually (2003).""","USER	Oh yeah, I have seen that, but I am not a huge fan of it. But ""The Big Sick (2017)"" sounds great.","SYSTEM	""Notting Hill ?""",USER	I think your first suggestion might have been the best. Weird how we just vibed like that. Thanks for your help! Have a great night.,,,,,,,,,,,3.0,3.0,2.0,1.0,4.0,system did a great job overall
5N,"SYSTEM	Hi, how can I help?","USER	Hi, I am looking for a movie to watch tonight with my boyfriend. We are having a date night, haha.","SYSTEM	""The Big Sick (2017!""","USER	I haven't seen that, who stars in that?",SYSTEM	Kumail Nanjiani and Zoe Kazan,"USER	Oh, right. Is it sad like ""50/50 (2011)?"" I saw that and cried so much. It's good though.",SYSTEM	Melachlonic but not totally sad.,"USER	Oh, so it has a happy ending?","SYSTEM	If you liked ""50/50 (2011)"" you'll like ""The Big Sick (2017."" Yes. There's also ""Love Actually (2003).""","USER	Oh yeah, I have seen that, but I am not a huge fan of it. But ""The Big Sick (2017)"" sounds great.","SYSTEM	""Notting Hill ?""",USER	I think your first suggestion might have been the best. Weird how we just vibed like that. Thanks for your help! Have a great night.,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The user left feeling positive about the recommendation.
5N,"SYSTEM	Hi, how can I help?","USER	Hi, I am looking for a movie to watch tonight with my boyfriend. We are having a date night, haha.","SYSTEM	""The Big Sick (2017!""","USER	I haven't seen that, who stars in that?",SYSTEM	Kumail Nanjiani and Zoe Kazan,"USER	Oh, right. Is it sad like ""50/50 (2011)?"" I saw that and cried so much. It's good though.",SYSTEM	Melachlonic but not totally sad.,"USER	Oh, so it has a happy ending?","SYSTEM	If you liked ""50/50 (2011)"" you'll like ""The Big Sick (2017."" Yes. There's also ""Love Actually (2003).""","USER	Oh yeah, I have seen that, but I am not a huge fan of it. But ""The Big Sick (2017)"" sounds great.","SYSTEM	""Notting Hill ?""",USER	I think your first suggestion might have been the best. Weird how we just vibed like that. Thanks for your help! Have a great night.,,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,"The user does walk away with a recommendation they plan on watching. They didn't have an opinion on the last recommendation, but they did leave the conversation in a very positive way."
63,SYSTEM	Are you looking for a specific genre movie? Or actor?,"USER	no, whats new?",SYSTEM	In theaters now or already released?,USER	already released recently,"SYSTEM	Have you watched the new ""umanji  (2017)?"" It features Jack Black, Dwayne &quot;The Rock&quot; Johnson, and Kevin Hart. Instead of a board game like the old movie, it's a video game.",USER	no i havent seen that! That sounds really cool Thanks any new crime movies?,"SYSTEM	""Father Figures (2017)"" is a new comedy",USER	or kids movies,"SYSTEM	""Get Out (2017)"" could be considered a crime movie, but also a thriller",USER	Getout was horrible,"SYSTEM	""Gnomeo & Juliet: Sherlock Gnomes (2018)"" is a new kids movie that looks great! I have to agree, although it got such rave reviews",USER	ok thanks for the suggestions I appreciate it.,,,,,,,,,,,2.0,3.0,2.0,1.0,4.0,the system faltered at first
63,SYSTEM	Are you looking for a specific genre movie? Or actor?,"USER	no, whats new?",SYSTEM	In theaters now or already released?,USER	already released recently,"SYSTEM	Have you watched the new ""umanji  (2017)?"" It features Jack Black, Dwayne &quot;The Rock&quot; Johnson, and Kevin Hart. Instead of a board game like the old movie, it's a video game.",USER	no i havent seen that! That sounds really cool Thanks any new crime movies?,"SYSTEM	""Father Figures (2017)"" is a new comedy",USER	or kids movies,"SYSTEM	""Get Out (2017)"" could be considered a crime movie, but also a thriller",USER	Getout was horrible,"SYSTEM	""Gnomeo & Juliet: Sherlock Gnomes (2018)"" is a new kids movie that looks great! I have to agree, although it got such rave reviews",USER	ok thanks for the suggestions I appreciate it.,,,,,,,,,,,3.0,2.0,3.0,1.0,5.0,"The user likes a couple of the recommendations and shows obvious interest, but it's not clear they will actually watch them."
63,SYSTEM	Are you looking for a specific genre movie? Or actor?,"USER	no, whats new?",SYSTEM	In theaters now or already released?,USER	already released recently,"SYSTEM	Have you watched the new ""umanji  (2017)?"" It features Jack Black, Dwayne &quot;The Rock&quot; Johnson, and Kevin Hart. Instead of a board game like the old movie, it's a video game.",USER	no i havent seen that! That sounds really cool Thanks any new crime movies?,"SYSTEM	""Father Figures (2017)"" is a new comedy",USER	or kids movies,"SYSTEM	""Get Out (2017)"" could be considered a crime movie, but also a thriller",USER	Getout was horrible,"SYSTEM	""Gnomeo & Juliet: Sherlock Gnomes (2018)"" is a new kids movie that looks great! I have to agree, although it got such rave reviews",USER	ok thanks for the suggestions I appreciate it.,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system was able to suggest at least one movie early on in the conversation that the user approved of.
EH,SYSTEM	hi!,USER	hello do you know any good korean darmas?,SYSTEM	I actually do not I don't follow this genre much,"USER	or movies like ""Ip Man  (2008)"" or ""Unleashed  (2005)"" maybe any martial arts movies with van damme?","SYSTEM	I know ""Kickboxer  (1989)"" It is good, you should watch it","USER	oh, I have been trying to see that one, but it is not on hulu sadly any more? do you know any movies maybe like ""Equilibrium  (2002)"" or ""Blood and Bone (2009)"" ?","SYSTEM	""Lionheart  (1990)"" also good I do not",USER	loved that one!,"SYSTEM	But I think you would enjoy ""Black Panther (2018)"" It has great action","USER	oh I just saw that in theaters, it was epic!",SYSTEM	Great! Glad you liked it,USER	it wa great,,,,,,,,,,,3.0,2.0,2.0,1.0,5.0,"The system makes good recommendations here but it seems like the user has seen them all and so doesn't agree to watch them again. The system was a bit slow to start by saying that it doesn't watch certain movies, too, which may have dulled the interest of the user overall."
EH,SYSTEM	hi!,USER	hello do you know any good korean darmas?,SYSTEM	I actually do not I don't follow this genre much,"USER	or movies like ""Ip Man  (2008)"" or ""Unleashed  (2005)"" maybe any martial arts movies with van damme?","SYSTEM	I know ""Kickboxer  (1989)"" It is good, you should watch it","USER	oh, I have been trying to see that one, but it is not on hulu sadly any more? do you know any movies maybe like ""Equilibrium  (2002)"" or ""Blood and Bone (2009)"" ?","SYSTEM	""Lionheart  (1990)"" also good I do not",USER	loved that one!,"SYSTEM	But I think you would enjoy ""Black Panther (2018)"" It has great action","USER	oh I just saw that in theaters, it was epic!",SYSTEM	Great! Glad you liked it,USER	it wa great,,,,,,,,,,,3.0,2.0,0.0,1.0,4.0,"The user states they like a lot of the movies recommended, but they've already seen them. Only one recommendation the user might watch is made, but they state they can't because of their service."
EH,SYSTEM	hi!,USER	hello do you know any good korean darmas?,SYSTEM	I actually do not I don't follow this genre much,"USER	or movies like ""Ip Man  (2008)"" or ""Unleashed  (2005)"" maybe any martial arts movies with van damme?","SYSTEM	I know ""Kickboxer  (1989)"" It is good, you should watch it","USER	oh, I have been trying to see that one, but it is not on hulu sadly any more? do you know any movies maybe like ""Equilibrium  (2002)"" or ""Blood and Bone (2009)"" ?","SYSTEM	""Lionheart  (1990)"" also good I do not",USER	loved that one!,"SYSTEM	But I think you would enjoy ""Black Panther (2018)"" It has great action","USER	oh I just saw that in theaters, it was epic!",SYSTEM	Great! Glad you liked it,USER	it wa great,,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,Even though it did everything it was supposed to I couldn't say Excellent for the last question because the very beginning of the conversation was poor in my opinion.
1L,SYSTEM	Hello! How are you today?,"USER	I'm good I want to watch a ""chick flick""","SYSTEM	Have you seen ""Miss Congeniality  (2000)?""",USER	I haven't great choice though I will watch it,SYSTEM	It's pretty good. Some areas are funny.,"USER	I like ""Titanic  (1997)""","SYSTEM	""Bridesmaids  (2011)"" is good.",USER	I don't like dirty comedies,"SYSTEM	""Titanic  (1997)"" is awesome. Okay sorry. Someone told me it was good but haven't seen it myself.","USER	That's okay I also like ""The Dance  (1998)""","SYSTEM	I've heard ""The Holiday (2006)"" was decent.",USER	Thank you Good choice I'll watch it Goodbye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"The system takes the user's interests into account right away and makes solid recommendations that they seem to enjoy. When it encounters a movie that the user doesn't like, it adjusts accordingly and makes more relevant suggestions that the user enjoys."
1L,SYSTEM	Hello! How are you today?,"USER	I'm good I want to watch a ""chick flick""","SYSTEM	Have you seen ""Miss Congeniality  (2000)?""",USER	I haven't great choice though I will watch it,SYSTEM	It's pretty good. Some areas are funny.,"USER	I like ""Titanic  (1997)""","SYSTEM	""Bridesmaids  (2011)"" is good.",USER	I don't like dirty comedies,"SYSTEM	""Titanic  (1997)"" is awesome. Okay sorry. Someone told me it was good but haven't seen it myself.","USER	That's okay I also like ""The Dance  (1998)""","SYSTEM	I've heard ""The Holiday (2006)"" was decent.",USER	Thank you Good choice I'll watch it Goodbye,,,,,,,,,,,3.0,3.0,1.0,1.0,5.0,The user plainly states they like and intend to watch multiple recommendations.
1L,SYSTEM	Hello! How are you today?,"USER	I'm good I want to watch a ""chick flick""","SYSTEM	Have you seen ""Miss Congeniality  (2000)?""",USER	I haven't great choice though I will watch it,SYSTEM	It's pretty good. Some areas are funny.,"USER	I like ""Titanic  (1997)""","SYSTEM	""Bridesmaids  (2011)"" is good.",USER	I don't like dirty comedies,"SYSTEM	""Titanic  (1997)"" is awesome. Okay sorry. Someone told me it was good but haven't seen it myself.","USER	That's okay I also like ""The Dance  (1998)""","SYSTEM	I've heard ""The Holiday (2006)"" was decent.",USER	Thank you Good choice I'll watch it Goodbye,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,the system actually makes 2 positive recommendations that the user says they will watch.
