ConvId,utterance0,utterance1,utterance2,utterance3,relevance1,interestingness1,overall1,utterance4,utterance5,utterance6,utterance7,relevance2,interestingness2,overall2,utterance8,utterance9,utterance10,utterance11,relevance3,interestingness3,overall3
86,SYSTEM	Hi Any genre you love?,USER	I love horror Any recommendations?,"SYSTEM	Have you seen ""The Witch  (2015)"" ?","USER	I have, that one was great! I like ""Alien: Covenant (2017)""",4,2,4,"SYSTEM	That was good too.Have you seen ""The Blackcoat's Daughter (2015)"" ?",USER	No what is it about?,SYSTEM	It is hard to explain in short the devil. but really different.,"USER	awesome I will check it out, anything like ""Resident Evil: Apocalypse (2004)"" ?",4,3,4.0,SYSTEM	No not at all.Much more indie and phsycological.,USER	ok cool any other recommendations at this point?,"SYSTEM	Um ""High Tension (2003)"" tensionA french horror.",USER	Awesome I will check it out,4,3,4
U4,SYSTEM	hello how are you? What movies do you like?,USER	I'm good I want to watch a Tarantino movie,"SYSTEM	How about ""From Dusk till Dawn (1996)"" ? Such an old movie but I remember watching it when i was younger",USER	He wrote it I think but didn't direct it I'd rather see something he directed,3,3,3,"SYSTEM	Got it! let me think What about ""The Hateful Eight (2015)"" ? I've never seen it but I've read good reviews",USER	I didn't like that one,"SYSTEM	""Django Unchained (2012)"" is a really good movie. Extremely long, i feel like it could've been shorter",USER	I didn't like that one either,4,3,4.0,SYSTEM	Really? Which one of his movies did you like? I think it was pretty good,"USER	""Kill Bill"" is amazing","SYSTEM	I didn't like ""Kill Bill"" . What about ""Inglourious Basterds (2009)"" ?",USER	Great suggestion I'll watch that! Thank you Goodbye,4,2,4
ED,SYSTEM	Hey! Merry Xmas,"USER	Hi merry christmas I’m looking for some good drama films do you think you could help? I love movies like ""Fried Green Tomatoes (1991),"" I love Kathy Bates and the storyline","SYSTEM	Okay Is that a love story? ""Couples Retreat"" is so good! You have to see it if you havent. ""The Notebook (2013)""",USER	Not really it’s more like a friendship filled with drama I saw that movie and wasn’t really a fan,3,3,5,SYSTEM	Oh sorry,"USER	I did like ""The Notebook (2004)"" though","SYSTEM	""Just Married  (2007)""","USER	I also loved the movie ""The Choice  (2016)"" and ""Panic Room (2002)"" ""Just Married"" isnt really a drama",3,2,4.0,SYSTEM	Niceee! Ohh my bad,USER	It’s more of a romantic comedy,SYSTEM	was looking more a romantic aspect in that,USER	I’m looking for drama movies,1,2,3
ED,SYSTEM	Hey! Merry Xmas,"USER	Hi merry christmas I’m looking for some good drama films do you think you could help? I love movies like ""Fried Green Tomatoes (1991),"" I love Kathy Bates and the storyline","SYSTEM	Okay Is that a love story? ""Couples Retreat"" is so good! You have to see it if you havent. ""The Notebook (2013)""",USER	Not really it’s more like a friendship filled with drama I saw that movie and wasn’t really a fan,2,3,2,SYSTEM	Oh sorry,"USER	I did like ""The Notebook (2004)"" though","SYSTEM	""Just Married  (2007)""","USER	I also loved the movie ""The Choice  (2016)"" and ""Panic Room (2002)"" ""Just Married"" isnt really a drama",2,1,2.0,SYSTEM	Niceee! Ohh my bad,USER	It’s more of a romantic comedy,SYSTEM	was looking more a romantic aspect in that,USER	I’m looking for drama movies,1,1,1
ED,SYSTEM	Hey! Merry Xmas,"USER	Hi merry christmas I’m looking for some good drama films do you think you could help? I love movies like ""Fried Green Tomatoes (1991),"" I love Kathy Bates and the storyline","SYSTEM	Okay Is that a love story? ""Couples Retreat"" is so good! You have to see it if you havent. ""The Notebook (2013)""",USER	Not really it’s more like a friendship filled with drama I saw that movie and wasn’t really a fan,2,1,2,SYSTEM	Oh sorry,"USER	I did like ""The Notebook (2004)"" though","SYSTEM	""Just Married  (2007)""","USER	I also loved the movie ""The Choice  (2016)"" and ""Panic Room (2002)"" ""Just Married"" isnt really a drama",4,2,4.0,SYSTEM	Niceee! Ohh my bad,USER	It’s more of a romantic comedy,SYSTEM	was looking more a romantic aspect in that,USER	I’m looking for drama movies,2,2,2
VT,SYSTEM	Hi! What type of movie are you looking for?,"USER	Hi! I was looking for something along the lines of ""The Sixth Sense (1999)""","SYSTEM	Have you seen ""The Babadook (2014)"" ? I found it to be just as scary I also would recommend ""The Ring  (2002)"" but I feel as though most people have seen it","USER	I've seen ""The Ring  (2002)"" and also saw the Japanese version as well. And also watched ""The Babadook (2014)"" any other ideas for smart horror?",4,2,3,"SYSTEM	Have you ""The Others  (2001)"" ? It's probably the scariest movies I've ever seen and also managed to have a good plot","USER	I loved ""The Others  (2001)"" it was very atmospheric but I didn't find it scary, it seemed almost more a mystery.","SYSTEM	Wow, I really thought it was scary. Maybe it was just because I watched it when I was relatively young",USER	There was one scene where I jumped a little when the girl was in a seance with the old lady medium. That was scary.,4,2,4.0,"SYSTEM	Yes, agreed! I had nightmares for days after seeing that part I also liked ""The Cabin in the Woods""","USER	I just watched the movie ""Get Out (2017)"" but dont expect any similar films like that!",SYSTEM	I agree! It was quite unique.,"USER	Oh haven't seen ""The Cabin in the Woods"" thank you I will check that out.",4,2,4
VT,SYSTEM	Hi! What type of movie are you looking for?,"USER	Hi! I was looking for something along the lines of ""The Sixth Sense (1999)""","SYSTEM	Have you seen ""The Babadook (2014)"" ? I found it to be just as scary I also would recommend ""The Ring  (2002)"" but I feel as though most people have seen it","USER	I've seen ""The Ring  (2002)"" and also saw the Japanese version as well. And also watched ""The Babadook (2014)"" any other ideas for smart horror?",4,3,4,"SYSTEM	Have you ""The Others  (2001)"" ? It's probably the scariest movies I've ever seen and also managed to have a good plot","USER	I loved ""The Others  (2001)"" it was very atmospheric but I didn't find it scary, it seemed almost more a mystery.","SYSTEM	Wow, I really thought it was scary. Maybe it was just because I watched it when I was relatively young",USER	There was one scene where I jumped a little when the girl was in a seance with the old lady medium. That was scary.,4,3,5.0,"SYSTEM	Yes, agreed! I had nightmares for days after seeing that part I also liked ""The Cabin in the Woods""","USER	I just watched the movie ""Get Out (2017)"" but dont expect any similar films like that!",SYSTEM	I agree! It was quite unique.,"USER	Oh haven't seen ""The Cabin in the Woods"" thank you I will check that out.",4,3,4
VT,SYSTEM	Hi! What type of movie are you looking for?,"USER	Hi! I was looking for something along the lines of ""The Sixth Sense (1999)""","SYSTEM	Have you seen ""The Babadook (2014)"" ? I found it to be just as scary I also would recommend ""The Ring  (2002)"" but I feel as though most people have seen it","USER	I've seen ""The Ring  (2002)"" and also saw the Japanese version as well. And also watched ""The Babadook (2014)"" any other ideas for smart horror?",2,1,2,"SYSTEM	Have you ""The Others  (2001)"" ? It's probably the scariest movies I've ever seen and also managed to have a good plot","USER	I loved ""The Others  (2001)"" it was very atmospheric but I didn't find it scary, it seemed almost more a mystery.","SYSTEM	Wow, I really thought it was scary. Maybe it was just because I watched it when I was relatively young",USER	There was one scene where I jumped a little when the girl was in a seance with the old lady medium. That was scary.,1,1,2.0,"SYSTEM	Yes, agreed! I had nightmares for days after seeing that part I also liked ""The Cabin in the Woods""","USER	I just watched the movie ""Get Out (2017)"" but dont expect any similar films like that!",SYSTEM	I agree! It was quite unique.,"USER	Oh haven't seen ""The Cabin in the Woods"" thank you I will check that out.",2,3,3
98,SYSTEM	What types of movies can I help you find today?,USER	I want to watch a good drama,SYSTEM	Do you prefer older or newer movies?,USER	Either are good,3,2,3,"SYSTEM	""Fight Club (1999)"" is a classic drama starring Brad Pitt.",USER	Great choice i want to watch it again,"SYSTEM	Same goes for ""Forrest Gump (1994)."" Another classic starring Tom Hanks. Has some great quotes in the movie too.",USER	Very good choice too,4,3,5.0,"SYSTEM	""Titanic  (1997)"" may be long, but in my opinion, worth it.",USER	Great choice too,"SYSTEM	and ""Interstellar  (2014)"" was phenomenal in my opinion.",USER	Ok great choices I will watch them all Thank you Goodbye,4,3,5
98,SYSTEM	What types of movies can I help you find today?,USER	I want to watch a good drama,SYSTEM	Do you prefer older or newer movies?,USER	Either are good,4,2,5,"SYSTEM	""Fight Club (1999)"" is a classic drama starring Brad Pitt.",USER	Great choice i want to watch it again,"SYSTEM	Same goes for ""Forrest Gump (1994)."" Another classic starring Tom Hanks. Has some great quotes in the movie too.",USER	Very good choice too,4,3,5.0,"SYSTEM	""Titanic  (1997)"" may be long, but in my opinion, worth it.",USER	Great choice too,"SYSTEM	and ""Interstellar  (2014)"" was phenomenal in my opinion.",USER	Ok great choices I will watch them all Thank you Goodbye,4,3,5
98,SYSTEM	What types of movies can I help you find today?,USER	I want to watch a good drama,SYSTEM	Do you prefer older or newer movies?,USER	Either are good,2,2,4,"SYSTEM	""Fight Club (1999)"" is a classic drama starring Brad Pitt.",USER	Great choice i want to watch it again,"SYSTEM	Same goes for ""Forrest Gump (1994)."" Another classic starring Tom Hanks. Has some great quotes in the movie too.",USER	Very good choice too,4,3,4.0,"SYSTEM	""Titanic  (1997)"" may be long, but in my opinion, worth it.",USER	Great choice too,"SYSTEM	and ""Interstellar  (2014)"" was phenomenal in my opinion.",USER	Ok great choices I will watch them all Thank you Goodbye,4,3,4
XL,SYSTEM	Hey there! what types of movies do you like?,USER	Hey there. I am looking for some good 90s comedies.,"SYSTEM	Love! Did you even see ""10 Things I Hate About You (1999)""","USER	I loved ""Groundhog Day  (1993)"" and I also enjoyed ""Clerks (1994)""",4,3,4,"SYSTEM	or better yet ""Can't Hardly Wait"" Both where great movies too!","USER	No, I didn't see those.","SYSTEM	What about ""Revenge of the Nerds (1984)"" its 80s but great","USER	Who stars in them? Oh, I loved that one!",4,3,5.0,"SYSTEM	Seth green was in ""Can't Hardly Wait""",USER	I'm going to check both of them out. Thanks!,"SYSTEM	Really good what about ""American Pie  (1999)""",USER	Awesome. Bye!,4,3,5
XL,SYSTEM	Hey there! what types of movies do you like?,USER	Hey there. I am looking for some good 90s comedies.,"SYSTEM	Love! Did you even see ""10 Things I Hate About You (1999)""","USER	I loved ""Groundhog Day  (1993)"" and I also enjoyed ""Clerks (1994)""",1,2,3,"SYSTEM	or better yet ""Can't Hardly Wait"" Both where great movies too!","USER	No, I didn't see those.","SYSTEM	What about ""Revenge of the Nerds (1984)"" its 80s but great","USER	Who stars in them? Oh, I loved that one!",3,2,4.0,"SYSTEM	Seth green was in ""Can't Hardly Wait""",USER	I'm going to check both of them out. Thanks!,"SYSTEM	Really good what about ""American Pie  (1999)""",USER	Awesome. Bye!,2,2,2
XL,SYSTEM	Hey there! what types of movies do you like?,USER	Hey there. I am looking for some good 90s comedies.,"SYSTEM	Love! Did you even see ""10 Things I Hate About You (1999)""","USER	I loved ""Groundhog Day  (1993)"" and I also enjoyed ""Clerks (1994)""",2,2,3,"SYSTEM	or better yet ""Can't Hardly Wait"" Both where great movies too!","USER	No, I didn't see those.","SYSTEM	What about ""Revenge of the Nerds (1984)"" its 80s but great","USER	Who stars in them? Oh, I loved that one!",2,2,4.0,"SYSTEM	Seth green was in ""Can't Hardly Wait""",USER	I'm going to check both of them out. Thanks!,"SYSTEM	Really good what about ""American Pie  (1999)""",USER	Awesome. Bye!,2,2,4
C0,SYSTEM	Hi! What's your favorite movie?,"USER	Hi, I do not have a favorite. I am open to ideas.","SYSTEM	Have you seen ""Guardians of the Galaxy  (2014)?""","USER	I watched ""Red Sparrow (2018)"" the other day and it was great.",4,3,5,"SYSTEM	Or ""Paddington  (2014)?""","USER	Nope I have not seen that one. No, I haven't watched that on either.","SYSTEM	How about ""Kingsman: The Golden Circle?""","USER	I like the suggestions though, thanks. Nope, I have not heard of that.",4,3,5.0,"SYSTEM	Or ""Maze Runner: The Death Cure (2018)"" was good.",USER	I will look them up now.,SYSTEM	Cool!,"USER	Oh okay. Got it. Ill find that one too. Great, thank you for all the help. Have a good movie day. Bye",1,2,3
C0,SYSTEM	Hi! What's your favorite movie?,"USER	Hi, I do not have a favorite. I am open to ideas.","SYSTEM	Have you seen ""Guardians of the Galaxy  (2014)?""","USER	I watched ""Red Sparrow (2018)"" the other day and it was great.",1,1,1,"SYSTEM	Or ""Paddington  (2014)?""","USER	Nope I have not seen that one. No, I haven't watched that on either.","SYSTEM	How about ""Kingsman: The Golden Circle?""","USER	I like the suggestions though, thanks. Nope, I have not heard of that.",1,1,5.0,"SYSTEM	Or ""Maze Runner: The Death Cure (2018)"" was good.",USER	I will look them up now.,SYSTEM	Cool!,"USER	Oh okay. Got it. Ill find that one too. Great, thank you for all the help. Have a good movie day. Bye",1,1,5
C0,SYSTEM	Hi! What's your favorite movie?,"USER	Hi, I do not have a favorite. I am open to ideas.","SYSTEM	Have you seen ""Guardians of the Galaxy  (2014)?""","USER	I watched ""Red Sparrow (2018)"" the other day and it was great.",2,1,3,"SYSTEM	Or ""Paddington  (2014)?""","USER	Nope I have not seen that one. No, I haven't watched that on either.","SYSTEM	How about ""Kingsman: The Golden Circle?""","USER	I like the suggestions though, thanks. Nope, I have not heard of that.",3,2,3.0,"SYSTEM	Or ""Maze Runner: The Death Cure (2018)"" was good.",USER	I will look them up now.,SYSTEM	Cool!,"USER	Oh okay. Got it. Ill find that one too. Great, thank you for all the help. Have a good movie day. Bye",1,2,4
NP,"SYSTEM	Hello, how is your Monday going?","USER	good thank you I was looking for a depressing movie to bring me down something like ""Requiem for a Dream (2000)""",SYSTEM	I mean sounds like a not great plan but I 'm sure I could come up with something.,"USER	or ""Planet of the Apes  (1968)"" great",2,2,4,"SYSTEM	""Titanic (2012)"" is kind of a bummer.",USER	oh yeah I remember that one,"SYSTEM	Or ""P.S. I Love You  (2007)"" is a tear jerker.","USER	about a boat and a iceburg becoming starcrossed lovers ps love, what is that about?",2,2,3.0,SYSTEM	Its about a girls husband who dies and leaves her letters to read after his death.,"USER	oh, how sad I love it that is great recommendation you gave me all great recommendations",SYSTEM	Not a problem.,USER	I thank you so much. I am going to go watch those now. thank you good bye.,2,2,3
NP,"SYSTEM	Hello, how is your Monday going?","USER	good thank you I was looking for a depressing movie to bring me down something like ""Requiem for a Dream (2000)""",SYSTEM	I mean sounds like a not great plan but I 'm sure I could come up with something.,"USER	or ""Planet of the Apes  (1968)"" great",1,1,2,"SYSTEM	""Titanic (2012)"" is kind of a bummer.",USER	oh yeah I remember that one,"SYSTEM	Or ""P.S. I Love You  (2007)"" is a tear jerker.","USER	about a boat and a iceburg becoming starcrossed lovers ps love, what is that about?",1,1,2.0,SYSTEM	Its about a girls husband who dies and leaves her letters to read after his death.,"USER	oh, how sad I love it that is great recommendation you gave me all great recommendations",SYSTEM	Not a problem.,USER	I thank you so much. I am going to go watch those now. thank you good bye.,1,1,1
